id_siniestro,id_poliza,fecha_siniestro,monto_siniestro,estado,motivo_rechazo
2316,19617,,,ABIERTO,"fecha_invalida,monto_invalido"
2317,18281,,,Rechazado,"fecha_invalida,monto_invalido"
2318,19853,,2723.1,Cerrado,fecha_invalida
2319,20905,,13151.98,Cerrado,fecha_invalida
2320,8405,,4382.48,Abierto,fecha_invalida
2321,15504,,,Abierto,"fecha_invalida,monto_invalido"
2322,9238,,12773.61,Cerrado,fecha_invalida
2323,20339,,754.59,Cerrado,fecha_invalida
2324,6083,,3266.86,ABIERTO,fecha_invalida
2325,13683,,8621.92,nan,fecha_invalida
2326,8023,2025-10-22,,Cerrado,monto_invalido
2327,22263,,800.4,cerrado,fecha_invalida
2328,22652,,11791.18,nan,fecha_invalida
2329,15796,,4628.55,cerrado,fecha_invalida
2332,15055,,2269.28,Abierto,fecha_invalida
2333,17559,,10801.93,Abierto,fecha_invalida
2334,9210,2025-03-22,,nan,monto_invalido
2336,9318,,,ABIERTO,"fecha_invalida,monto_invalido"
2337,16616,,10442.64,Abierto,fecha_invalida
2338,21892,,,Cerrado,"fecha_invalida,monto_invalido"
2339,10117,,7948.35,Cerrado,fecha_invalida
2341,4441,2025-04-08,,cerrado,monto_invalido
2342,24584,,3824.21,nan,fecha_invalida
2343,4136,,,Rechazado,"fecha_invalida,monto_invalido"
2344,12338,,9750.47,Rechazado,fecha_invalida
2345,13756,,2297.97,cerrado,fecha_invalida
2346,21253,,,nan,"fecha_invalida,monto_invalido"
2347,12776,,10654.25,Cerrado,fecha_invalida
2348,3930,,,cerrado,"fecha_invalida,monto_invalido"
2349,760,,,ABIERTO,"fecha_invalida,monto_invalido"
2350,15335,,12966.01,Abierto,fecha_invalida
2351,22211,,13086.1,nan,fecha_invalida
2352,20711,,,nan,"fecha_invalida,monto_invalido"
2353,858,,,nan,"fecha_invalida,monto_invalido"
2354,6864,,,nan,"fecha_invalida,monto_invalido"
2356,20455,,,Abierto,"fecha_invalida,monto_invalido"
2357,1653,,,nan,"fecha_invalida,monto_invalido"
2359,2943,,783.16,nan,fecha_invalida
2360,3942,,,Rechazado,"fecha_invalida,monto_invalido"
2362,18186,,8438.91,Cerrado,fecha_invalida
2363,2737,,,nan,"fecha_invalida,monto_invalido"
2364,25845,,,nan,"fecha_invalida,monto_invalido"
2365,21121,,,nan,"fecha_invalida,monto_invalido"
2366,10170,,3414.4,Cerrado,fecha_invalida
2367,19568,,,cerrado,"fecha_invalida,monto_invalido"
2368,22622,,,nan,"fecha_invalida,monto_invalido"
2369,11403,,,nan,"fecha_invalida,monto_invalido"
2370,22837,,,cerrado,"fecha_invalida,monto_invalido"
2372,18743,,,nan,"fecha_invalida,monto_invalido"
2373,9302,,,nan,"fecha_invalida,monto_invalido"
2374,12368,2026-01-13,,Abierto,monto_invalido
2375,18434,2025-03-30,,Cerrado,monto_invalido
2376,10835,,,Cerrado,"fecha_invalida,monto_invalido"
2377,8758,,,nan,"fecha_invalida,monto_invalido"
2378,5878,,12931.4,Abierto,fecha_invalida
2379,13852,,,nan,"fecha_invalida,monto_invalido"
2380,17263,,1154.63,Rechazado,fecha_invalida
2381,14036,,,cerrado,"fecha_invalida,monto_invalido"
2382,15145,,314.53,cerrado,fecha_invalida
2383,15691,,,nan,"fecha_invalida,monto_invalido"
2385,22112,2025-04-14,,ABIERTO,monto_invalido
2386,5906,,9787.74,Cerrado,fecha_invalida
2387,24065,,3308.24,cerrado,fecha_invalida
2388,23027,,14809.5,Rechazado,fecha_invalida
2389,5149,,10375.18,Cerrado,fecha_invalida
2390,8027,,,nan,"fecha_invalida,monto_invalido"
2391,24460,,,Abierto,"fecha_invalida,monto_invalido"
2392,17405,,,nan,"fecha_invalida,monto_invalido"
2393,22149,,2011.44,cerrado,fecha_invalida
2394,1520,,,cerrado,"fecha_invalida,monto_invalido"
2395,7209,,10200.89,ABIERTO,fecha_invalida
2396,7983,,,ABIERTO,"fecha_invalida,monto_invalido"
2397,19783,,9790.53,ABIERTO,fecha_invalida
2398,17641,,,Abierto,"fecha_invalida,monto_invalido"
2399,7193,,7164.56,Cerrado,fecha_invalida
2401,10658,2025-08-12,,Abierto,monto_invalido
2402,11266,,14169.91,nan,fecha_invalida
2403,23349,2025-11-05,,Rechazado,monto_invalido
2404,21221,,,Cerrado,"fecha_invalida,monto_invalido"
2405,23285,2025-08-22,,ABIERTO,monto_invalido
2406,15740,,4078.5,Abierto,fecha_invalida
2407,23995,,8050.4,ABIERTO,fecha_invalida
2408,755,,4836.65,nan,fecha_invalida
2409,16622,2025-10-28,,Rechazado,monto_invalido
2410,15022,,,nan,"fecha_invalida,monto_invalido"
2411,24991,,,cerrado,"fecha_invalida,monto_invalido"
2412,19992,,,cerrado,"fecha_invalida,monto_invalido"
2413,23012,,9061.78,ABIERTO,fecha_invalida
2414,1517,,,Cerrado,"fecha_invalida,monto_invalido"
2415,66,,11755.35,ABIERTO,fecha_invalida
2416,1078,,5459.25,Rechazado,fecha_invalida
2417,8645,2025-10-25,,Cerrado,monto_invalido
2418,16583,,,nan,"fecha_invalida,monto_invalido"
2419,1101,,,nan,"fecha_invalida,monto_invalido"
2420,3033,2026-02-19,,Abierto,monto_invalido
2421,7308,,,ABIERTO,"fecha_invalida,monto_invalido"
2422,24746,,2522.97,Abierto,fecha_invalida
2423,5465,,,nan,"fecha_invalida,monto_invalido"
2425,24214,,4013.87,Abierto,fecha_invalida
2426,10280,,6207.54,Rechazado,fecha_invalida
2427,251,,,nan,"fecha_invalida,monto_invalido"
2428,5206,2025-02-08,,nan,monto_invalido
2429,5224,,,cerrado,"fecha_invalida,monto_invalido"
2430,25623,,,nan,"fecha_invalida,monto_invalido"
2431,24626,2025-03-04,,Cerrado,monto_invalido
2432,18771,,2017.43,ABIERTO,fecha_invalida
2433,10752,2025-10-05,,ABIERTO,monto_invalido
2434,20992,,,cerrado,"fecha_invalida,monto_invalido"
2435,7115,,,ABIERTO,"fecha_invalida,monto_invalido"
2436,15786,,,Rechazado,"fecha_invalida,monto_invalido"
2438,20113,,,Abierto,"fecha_invalida,monto_invalido"
2439,13895,,,Abierto,"fecha_invalida,monto_invalido"
2440,3564,,,cerrado,"fecha_invalida,monto_invalido"
2441,62,,1496.63,ABIERTO,fecha_invalida
2442,20778,,,Rechazado,"fecha_invalida,monto_invalido"
2443,2790,,,Rechazado,"fecha_invalida,monto_invalido"
2446,1205,,,Abierto,"fecha_invalida,monto_invalido"
2447,8840,,,nan,"fecha_invalida,monto_invalido"
2448,17507,,,nan,"fecha_invalida,monto_invalido"
2449,23007,,9358.52,nan,fecha_invalida
2450,17533,,,cerrado,"fecha_invalida,monto_invalido"
2451,14441,,,nan,"fecha_invalida,monto_invalido"
2452,4667,,,cerrado,"fecha_invalida,monto_invalido"
2454,315,,,nan,"fecha_invalida,monto_invalido"
2455,6226,,,nan,"fecha_invalida,monto_invalido"
2456,22714,,4929.6,Abierto,fecha_invalida
2457,19031,,6583.55,ABIERTO,fecha_invalida
2458,12074,,14637.58,Cerrado,fecha_invalida
2459,6830,,,Cerrado,"fecha_invalida,monto_invalido"
2460,9157,,2841.38,cerrado,fecha_invalida
2461,4460,2025-08-28,,nan,monto_invalido
2462,23286,,12421.35,cerrado,fecha_invalida
2463,19863,,14915.78,ABIERTO,fecha_invalida
2464,4246,,,nan,"fecha_invalida,monto_invalido"
2466,2564,2026-01-11,,Cerrado,monto_invalido
2467,24047,,831.44,nan,fecha_invalida
2468,1404,,,Abierto,"fecha_invalida,monto_invalido"
2469,18400,,,Rechazado,"fecha_invalida,monto_invalido"
2470,19870,2026-02-24,,ABIERTO,monto_invalido
2471,15609,,,nan,"fecha_invalida,monto_invalido"
2472,16259,,6838.86,ABIERTO,fecha_invalida
2473,4813,,1377.24,Cerrado,fecha_invalida
2474,6772,,,Abierto,"fecha_invalida,monto_invalido"
2475,18225,2025-02-01,,Rechazado,monto_invalido
2476,12085,,1118.13,Rechazado,fecha_invalida
2477,25843,,7696.83,Rechazado,fecha_invalida
2478,20424,2025-07-23,,cerrado,monto_invalido
2479,13560,,,ABIERTO,"fecha_invalida,monto_invalido"
2480,14866,,,nan,"fecha_invalida,monto_invalido"
2481,7016,2025-08-04,,nan,monto_invalido
2482,1019,,,ABIERTO,"fecha_invalida,monto_invalido"
2483,9149,,,Cerrado,"fecha_invalida,monto_invalido"
2484,17787,,,Cerrado,"fecha_invalida,monto_invalido"
2485,3199,,,Abierto,"fecha_invalida,monto_invalido"
2486,19872,,,cerrado,"fecha_invalida,monto_invalido"
2487,10983,,,nan,"fecha_invalida,monto_invalido"
2488,10412,,,cerrado,"fecha_invalida,monto_invalido"
2489,6196,,,ABIERTO,"fecha_invalida,monto_invalido"
2490,12511,,12044.17,ABIERTO,fecha_invalida
2491,8021,,2814.81,Rechazado,fecha_invalida
2492,18987,2025-05-12,,ABIERTO,monto_invalido
2493,25631,,,cerrado,"fecha_invalida,monto_invalido"
2494,889,,13998.03,cerrado,fecha_invalida
2495,23605,,,nan,"fecha_invalida,monto_invalido"
2496,17445,,7228.95,Abierto,fecha_invalida
2497,23720,,10606.96,ABIERTO,fecha_invalida
2499,20298,,,Rechazado,"fecha_invalida,monto_invalido"
2500,5749,,,nan,"fecha_invalida,monto_invalido"
2501,6007,,11464.16,nan,fecha_invalida
2503,23867,,,ABIERTO,"fecha_invalida,monto_invalido"
2504,24756,2025-11-25,,nan,monto_invalido
2505,11966,,9243.01,nan,fecha_invalida
2506,13946,,8459.98,Cerrado,fecha_invalida
2507,15444,,,Abierto,"fecha_invalida,monto_invalido"
2508,1754,,,nan,"fecha_invalida,monto_invalido"
2509,4641,2025-11-25,,Cerrado,monto_invalido
2510,8058,,,Cerrado,"fecha_invalida,monto_invalido"
2511,12809,,,cerrado,"fecha_invalida,monto_invalido"
2512,2582,,,Rechazado,"fecha_invalida,monto_invalido"
2513,2898,,10512.5,cerrado,fecha_invalida
2514,22830,,1219.12,nan,fecha_invalida
2515,21053,,,Rechazado,"fecha_invalida,monto_invalido"
2516,17054,,,ABIERTO,"fecha_invalida,monto_invalido"
2517,16849,,,Cerrado,"fecha_invalida,monto_invalido"
2518,22891,,11735.78,cerrado,fecha_invalida
2519,5197,,753.72,nan,fecha_invalida
2520,5030,,,Rechazado,"fecha_invalida,monto_invalido"
2521,10837,,9625.32,Cerrado,fecha_invalida
2522,20072,,1244.65,ABIERTO,fecha_invalida
2523,14211,,1603.59,ABIERTO,fecha_invalida
2524,9396,,,Cerrado,"fecha_invalida,monto_invalido"
2525,22041,,,ABIERTO,"fecha_invalida,monto_invalido"
2526,5668,,11057.31,cerrado,fecha_invalida
2527,13738,,1115.29,nan,fecha_invalida
2528,19429,,,Rechazado,"fecha_invalida,monto_invalido"
2529,14439,,,cerrado,"fecha_invalida,monto_invalido"
2530,22448,,,nan,"fecha_invalida,monto_invalido"
2531,4616,,,ABIERTO,"fecha_invalida,monto_invalido"
2532,4821,,10235.17,Cerrado,fecha_invalida
2533,5249,,,Rechazado,"fecha_invalida,monto_invalido"
2534,9782,,6497.59,Rechazado,fecha_invalida
2535,23657,,,cerrado,"fecha_invalida,monto_invalido"
2536,9797,,,Rechazado,"fecha_invalida,monto_invalido"
2537,18813,,3629.23,ABIERTO,fecha_invalida
2538,22630,,,nan,"fecha_invalida,monto_invalido"
2539,17283,,,Abierto,"fecha_invalida,monto_invalido"
2540,4243,2025-06-29,,Cerrado,monto_invalido
2541,20512,,,Abierto,"fecha_invalida,monto_invalido"
2542,1412,,11563.62,nan,fecha_invalida
2543,22880,,10823.73,nan,fecha_invalida
2544,24281,2026-02-17,,nan,monto_invalido
2545,13230,,,nan,"fecha_invalida,monto_invalido"
2546,25524,,,Rechazado,"fecha_invalida,monto_invalido"
2547,17298,,,nan,"fecha_invalida,monto_invalido"
2548,22829,,1392.67,ABIERTO,fecha_invalida
2549,16301,2025-03-22,,cerrado,monto_invalido
2550,86,,,Rechazado,"fecha_invalida,monto_invalido"
2551,16156,2026-02-25,,Rechazado,monto_invalido
2552,23364,,,nan,"fecha_invalida,monto_invalido"
2553,7641,2025-03-07,,nan,monto_invalido
2554,1172,2026-01-09,,nan,monto_invalido
2555,8628,,,Rechazado,"fecha_invalida,monto_invalido"
2556,17301,,,Abierto,"fecha_invalida,monto_invalido"
2557,17296,,,nan,"fecha_invalida,monto_invalido"
2558,16379,,11100.12,nan,fecha_invalida
2559,18887,,8398.33,nan,fecha_invalida
2560,18321,,1448.29,cerrado,fecha_invalida
2562,10507,2025-02-21,,nan,monto_invalido
2563,24054,,,ABIERTO,"fecha_invalida,monto_invalido"
2564,12314,,,nan,"fecha_invalida,monto_invalido"
2565,24718,,6620.36,Abierto,fecha_invalida
2566,17391,,5603.71,Cerrado,fecha_invalida
2567,3813,,,ABIERTO,"fecha_invalida,monto_invalido"
2568,12798,,11140.05,ABIERTO,fecha_invalida
2569,3583,,13166.5,cerrado,fecha_invalida
2570,9855,,,ABIERTO,"fecha_invalida,monto_invalido"
2571,16206,,10234.5,cerrado,fecha_invalida
2573,20514,,,ABIERTO,"fecha_invalida,monto_invalido"
2574,15439,,,nan,"fecha_invalida,monto_invalido"
2576,6446,,,nan,"fecha_invalida,monto_invalido"
2578,6675,,,nan,"fecha_invalida,monto_invalido"
2580,18166,,2887.95,nan,fecha_invalida
2581,5281,,,Rechazado,"fecha_invalida,monto_invalido"
2582,16327,,4695.67,nan,fecha_invalida
2583,14143,,14328.3,Rechazado,fecha_invalida
2584,6461,,411.68,cerrado,fecha_invalida
2585,2781,,,Rechazado,"fecha_invalida,monto_invalido"
2586,9030,,5274.13,ABIERTO,fecha_invalida
2587,5662,,9964.12,cerrado,fecha_invalida
2588,15629,,5954.59,ABIERTO,fecha_invalida
2589,21439,,,Abierto,"fecha_invalida,monto_invalido"
2590,22053,2025-02-22,,Cerrado,monto_invalido
2591,4169,,,Rechazado,"fecha_invalida,monto_invalido"
2592,11432,2025-11-26,,ABIERTO,monto_invalido
2593,19194,,3940.57,cerrado,fecha_invalida
2594,4513,,,nan,"fecha_invalida,monto_invalido"
2595,16763,,,Rechazado,"fecha_invalida,monto_invalido"
2596,6376,,,Abierto,"fecha_invalida,monto_invalido"
2597,8351,2025-09-27,,Rechazado,monto_invalido
2599,18113,,,ABIERTO,"fecha_invalida,monto_invalido"
2600,20957,,,Abierto,"fecha_invalida,monto_invalido"
2601,24572,,10176.73,Rechazado,fecha_invalida
2602,23523,,,Cerrado,"fecha_invalida,monto_invalido"
2603,24345,,,Rechazado,"fecha_invalida,monto_invalido"
2604,7534,,,cerrado,"fecha_invalida,monto_invalido"
2605,15134,,222.15,Rechazado,fecha_invalida
2606,16807,,,nan,"fecha_invalida,monto_invalido"
2607,16301,,9987.67,Rechazado,fecha_invalida
2608,24962,,,Rechazado,"fecha_invalida,monto_invalido"
2609,914,,13167.53,Abierto,fecha_invalida
2611,14488,,,cerrado,"fecha_invalida,monto_invalido"
2613,10242,,,ABIERTO,"fecha_invalida,monto_invalido"
2614,6458,2025-03-25,,nan,monto_invalido
2615,12697,,,ABIERTO,"fecha_invalida,monto_invalido"
2616,22526,,,ABIERTO,"fecha_invalida,monto_invalido"
2617,4353,,,cerrado,"fecha_invalida,monto_invalido"
2618,14894,,,ABIERTO,"fecha_invalida,monto_invalido"
2619,12728,,14464.0,Abierto,fecha_invalida
2620,23160,,10076.56,cerrado,fecha_invalida
2621,1926,,,Cerrado,"fecha_invalida,monto_invalido"
2622,15593,,5375.27,Rechazado,fecha_invalida
2623,1218,,,nan,"fecha_invalida,monto_invalido"
2624,22054,2025-05-19,,Abierto,monto_invalido
2625,25793,,,Abierto,"fecha_invalida,monto_invalido"
2626,9301,,,Abierto,"fecha_invalida,monto_invalido"
2627,19274,,,Abierto,"fecha_invalida,monto_invalido"
2628,4052,2025-03-13,,ABIERTO,monto_invalido
2629,5576,,9657.06,Rechazado,fecha_invalida
2630,10029,,4951.88,Rechazado,fecha_invalida
2631,12557,,,ABIERTO,"fecha_invalida,monto_invalido"
2632,11803,2025-12-03,,Rechazado,monto_invalido
2633,16446,,10733.48,Rechazado,fecha_invalida
2634,11812,,10408.69,cerrado,fecha_invalida
2635,7112,,11347.53,nan,fecha_invalida
2636,21703,,1953.67,cerrado,fecha_invalida
2637,10785,,,Rechazado,"fecha_invalida,monto_invalido"
2638,18370,,,Rechazado,"fecha_invalida,monto_invalido"
2639,10635,2025-11-10,,Cerrado,monto_invalido
2640,13885,,,Abierto,"fecha_invalida,monto_invalido"
2642,19897,,,Rechazado,"fecha_invalida,monto_invalido"
2643,17912,,,Cerrado,"fecha_invalida,monto_invalido"
2644,12599,,,Abierto,"fecha_invalida,monto_invalido"
2645,16830,,6223.4,nan,fecha_invalida
2646,22279,,,Abierto,"fecha_invalida,monto_invalido"
2647,7171,2025-05-23,,nan,monto_invalido
2648,23393,,,Abierto,"fecha_invalida,monto_invalido"
2649,3613,2025-04-29,,ABIERTO,monto_invalido
2650,13756,,6061.83,Rechazado,fecha_invalida
2651,19656,,6183.3,Cerrado,fecha_invalida
2653,4746,,14807.91,nan,fecha_invalida
2654,13708,,3422.98,Rechazado,fecha_invalida
2655,9985,,11376.6,ABIERTO,fecha_invalida
2656,14648,,,nan,"fecha_invalida,monto_invalido"
2657,19985,,4503.99,Rechazado,fecha_invalida
2658,20297,2025-08-06,,Rechazado,monto_invalido
2659,19487,,,Abierto,"fecha_invalida,monto_invalido"
2661,16937,,4789.15,nan,fecha_invalida
2662,110,,,nan,"fecha_invalida,monto_invalido"
2663,17065,,5830.42,ABIERTO,fecha_invalida
2664,5812,,,nan,"fecha_invalida,monto_invalido"
2665,15065,,6818.61,Abierto,fecha_invalida
2666,5917,,,nan,"fecha_invalida,monto_invalido"
2667,8898,,,Abierto,"fecha_invalida,monto_invalido"
2668,4259,,,nan,"fecha_invalida,monto_invalido"
2669,21067,,,Abierto,"fecha_invalida,monto_invalido"
2670,18126,,,ABIERTO,"fecha_invalida,monto_invalido"
2671,21543,,5469.67,Rechazado,fecha_invalida
2672,21518,,,Cerrado,"fecha_invalida,monto_invalido"
2673,17087,,,ABIERTO,"fecha_invalida,monto_invalido"
2674,6936,2025-09-03,,cerrado,monto_invalido
2675,6679,,,Rechazado,"fecha_invalida,monto_invalido"
2676,9465,,,nan,"fecha_invalida,monto_invalido"
2677,625,2025-09-25,,Abierto,monto_invalido
2678,4753,2025-06-15,,Abierto,monto_invalido
2679,11002,2025-01-06,,Cerrado,monto_invalido
2680,10216,,,Abierto,"fecha_invalida,monto_invalido"
2681,22253,,,Rechazado,"fecha_invalida,monto_invalido"
2682,22686,,,Abierto,"fecha_invalida,monto_invalido"
2683,18022,,888.85,Rechazado,fecha_invalida
2684,2035,,,ABIERTO,"fecha_invalida,monto_invalido"
2685,17869,,,nan,"fecha_invalida,monto_invalido"
2686,17800,,,ABIERTO,"fecha_invalida,monto_invalido"
2687,15219,,,Cerrado,"fecha_invalida,monto_invalido"
2688,24940,,2007.12,Rechazado,fecha_invalida
2689,12784,,5106.27,Rechazado,fecha_invalida
2690,7119,,14691.01,cerrado,fecha_invalida
2691,4210,,,cerrado,"fecha_invalida,monto_invalido"
2692,3353,2025-06-30,,ABIERTO,monto_invalido
2693,11461,,,nan,"fecha_invalida,monto_invalido"
2694,19317,2025-11-06,,nan,monto_invalido
2695,20942,,,Abierto,"fecha_invalida,monto_invalido"
2696,9958,,9380.27,cerrado,fecha_invalida
2697,17948,,,cerrado,"fecha_invalida,monto_invalido"
2698,19171,,,ABIERTO,"fecha_invalida,monto_invalido"
2699,21376,,14533.7,Abierto,fecha_invalida
2700,1817,,,cerrado,"fecha_invalida,monto_invalido"
2701,9991,,,Cerrado,"fecha_invalida,monto_invalido"
2702,15743,,,Abierto,"fecha_invalida,monto_invalido"
2703,16149,,9043.86,Cerrado,fecha_invalida
2704,13229,,,nan,"fecha_invalida,monto_invalido"
2705,473,,5529.99,nan,fecha_invalida
2707,1634,,13069.67,ABIERTO,fecha_invalida
2708,5201,,,ABIERTO,"fecha_invalida,monto_invalido"
2709,22974,,,nan,"fecha_invalida,monto_invalido"
2710,24535,,,Cerrado,"fecha_invalida,monto_invalido"
2711,11326,2025-08-26,,nan,monto_invalido
2712,7146,,,Cerrado,"fecha_invalida,monto_invalido"
2713,20217,,9352.75,cerrado,fecha_invalida
2714,4219,,3662.93,Rechazado,fecha_invalida
2715,21859,,6946.34,nan,fecha_invalida
2716,1696,2025-07-28,,Abierto,monto_invalido
2717,3923,,13272.4,Abierto,fecha_invalida
2718,3050,,,cerrado,"fecha_invalida,monto_invalido"
2719,9902,,4313.86,Cerrado,fecha_invalida
2720,21872,,,cerrado,"fecha_invalida,monto_invalido"
2721,25827,,,nan,"fecha_invalida,monto_invalido"
2722,16924,,,Abierto,"fecha_invalida,monto_invalido"
2723,17702,2025-03-01,,nan,monto_invalido
2724,12571,,10055.25,ABIERTO,fecha_invalida
2726,24773,,,Rechazado,"fecha_invalida,monto_invalido"
2727,19671,,7408.48,nan,fecha_invalida
2728,11066,,,nan,"fecha_invalida,monto_invalido"
2729,11778,2025-07-26,,nan,monto_invalido
2730,14876,,8413.84,ABIERTO,fecha_invalida
2731,11494,,8992.95,cerrado,fecha_invalida
2732,12528,,,ABIERTO,"fecha_invalida,monto_invalido"
2733,15471,,,ABIERTO,"fecha_invalida,monto_invalido"
2734,17927,,8800.86,Rechazado,fecha_invalida
2735,4113,,,Abierto,"fecha_invalida,monto_invalido"
2736,14612,,,cerrado,"fecha_invalida,monto_invalido"
2737,9817,,10734.13,Rechazado,fecha_invalida
2738,4517,,12343.38,Abierto,fecha_invalida
2739,18975,,,nan,"fecha_invalida,monto_invalido"
2740,23124,,,nan,"fecha_invalida,monto_invalido"
2741,5977,,12275.15,Cerrado,fecha_invalida
2742,13402,,,nan,"fecha_invalida,monto_invalido"
2743,14085,,3815.91,nan,fecha_invalida
2744,22370,,,cerrado,"fecha_invalida,monto_invalido"
2745,2682,,,Abierto,"fecha_invalida,monto_invalido"
2746,9815,,,nan,"fecha_invalida,monto_invalido"
2747,22399,,,nan,"fecha_invalida,monto_invalido"
2748,21786,2025-07-22,,nan,monto_invalido
2749,1994,,,Cerrado,"fecha_invalida,monto_invalido"
2750,9083,,2571.48,nan,fecha_invalida
2752,15101,,7449.26,nan,fecha_invalida
2753,6339,,10976.53,nan,fecha_invalida
2755,15788,,,nan,"fecha_invalida,monto_invalido"
2756,7666,,11178.38,nan,fecha_invalida
2757,8196,,3554.3,Abierto,fecha_invalida
2758,10497,,,nan,"fecha_invalida,monto_invalido"
2759,9301,,4910.89,Cerrado,fecha_invalida
2760,9586,2025-01-09,,nan,monto_invalido
2762,9000,,,Cerrado,"fecha_invalida,monto_invalido"
2763,881,,,nan,"fecha_invalida,monto_invalido"
2764,21123,,,Rechazado,"fecha_invalida,monto_invalido"
2765,237,,,ABIERTO,"fecha_invalida,monto_invalido"
2767,18246,,,nan,"fecha_invalida,monto_invalido"
2768,9937,,8202.64,cerrado,fecha_invalida
2769,10769,,,ABIERTO,"fecha_invalida,monto_invalido"
2770,13644,,7093.73,Abierto,fecha_invalida
2772,11406,,,Cerrado,"fecha_invalida,monto_invalido"
2773,2141,,,ABIERTO,"fecha_invalida,monto_invalido"
2774,16350,,,Cerrado,"fecha_invalida,monto_invalido"
2775,25602,2025-10-22,,ABIERTO,monto_invalido
2776,5411,,,cerrado,"fecha_invalida,monto_invalido"
2777,18263,,,Rechazado,"fecha_invalida,monto_invalido"
2778,11617,,7183.61,cerrado,fecha_invalida
2779,14454,,,Rechazado,"fecha_invalida,monto_invalido"
2780,24872,,11855.37,nan,fecha_invalida
2781,704,,4044.31,nan,fecha_invalida
2782,14875,,,Abierto,"fecha_invalida,monto_invalido"
2783,14873,,,nan,"fecha_invalida,monto_invalido"
2784,2412,,,Cerrado,"fecha_invalida,monto_invalido"
2785,14123,,,Abierto,"fecha_invalida,monto_invalido"
2786,19226,2025-08-04,,nan,monto_invalido
2787,24995,,11494.35,ABIERTO,fecha_invalida
2788,21999,,,nan,"fecha_invalida,monto_invalido"
2789,20510,,,ABIERTO,"fecha_invalida,monto_invalido"
2790,18444,,5291.0,ABIERTO,fecha_invalida
2791,11226,2025-08-27,,nan,monto_invalido
2792,15690,,,nan,"fecha_invalida,monto_invalido"
2793,6672,,,cerrado,"fecha_invalida,monto_invalido"
2794,25862,2025-07-24,,nan,monto_invalido
2795,23341,2025-04-05,,nan,monto_invalido
2796,15113,,,nan,"fecha_invalida,monto_invalido"
2797,15729,,14566.29,ABIERTO,fecha_invalida
2798,10823,2025-05-21,,nan,monto_invalido
2799,21633,,,ABIERTO,"fecha_invalida,monto_invalido"
2800,11769,,5208.55,nan,fecha_invalida
2801,2395,,4172.19,nan,fecha_invalida
2802,13729,,,Abierto,"fecha_invalida,monto_invalido"
2803,17397,,14974.86,nan,fecha_invalida
2804,16275,,,ABIERTO,"fecha_invalida,monto_invalido"
2805,2718,2025-09-21,,nan,monto_invalido
2806,17943,2025-04-26,,Abierto,monto_invalido
2807,2759,,13770.32,nan,fecha_invalida
2808,18360,,,Abierto,"fecha_invalida,monto_invalido"
2809,21370,,4490.69,nan,fecha_invalida
2810,7706,,,nan,"fecha_invalida,monto_invalido"
2811,13532,,9758.93,ABIERTO,fecha_invalida
2812,543,,,Cerrado,"fecha_invalida,monto_invalido"
2813,4551,,1107.57,cerrado,fecha_invalida
2814,9526,,,Abierto,"fecha_invalida,monto_invalido"
2815,18201,,3283.44,Cerrado,fecha_invalida
2816,23903,,,cerrado,"fecha_invalida,monto_invalido"
2817,23212,,12828.57,nan,fecha_invalida
2818,14166,,,nan,"fecha_invalida,monto_invalido"
2819,25790,,,Abierto,"fecha_invalida,monto_invalido"
2820,23995,,2007.68,ABIERTO,fecha_invalida
2821,15615,,,Abierto,"fecha_invalida,monto_invalido"
2822,14176,,298.61,Abierto,fecha_invalida
2823,6909,,,nan,"fecha_invalida,monto_invalido"
2824,821,2025-05-16,,Cerrado,monto_invalido
2825,25802,,314.28,Abierto,fecha_invalida
2826,5623,,,nan,"fecha_invalida,monto_invalido"
2827,5429,,8687.2,Rechazado,fecha_invalida
2828,22088,,8346.67,Abierto,fecha_invalida
2829,16844,,6360.61,Cerrado,fecha_invalida
2831,19553,,,nan,"fecha_invalida,monto_invalido"
2832,18803,2025-06-07,,Abierto,monto_invalido
2833,15492,,,Cerrado,"fecha_invalida,monto_invalido"
2834,20538,,,nan,"fecha_invalida,monto_invalido"
2835,19275,,,ABIERTO,"fecha_invalida,monto_invalido"
2836,2796,,1754.75,Rechazado,fecha_invalida
2837,22851,,13988.02,nan,fecha_invalida
2838,2989,,,nan,"fecha_invalida,monto_invalido"
2839,22552,,,cerrado,"fecha_invalida,monto_invalido"
2840,10804,,3909.96,Cerrado,fecha_invalida
2841,5596,,,nan,"fecha_invalida,monto_invalido"
2842,1771,,,Rechazado,"fecha_invalida,monto_invalido"
2844,14355,,,Rechazado,"fecha_invalida,monto_invalido"
2845,2299,,4403.56,Abierto,fecha_invalida
2846,17957,,,Rechazado,"fecha_invalida,monto_invalido"
2848,25779,2025-08-08,,Rechazado,monto_invalido
2849,3449,,,Cerrado,"fecha_invalida,monto_invalido"
2850,8386,,,Rechazado,"fecha_invalida,monto_invalido"
2852,1244,,1816.17,nan,fecha_invalida
2853,4458,,,nan,"fecha_invalida,monto_invalido"
2854,88,,,cerrado,"fecha_invalida,monto_invalido"
2855,18077,,5377.4,nan,fecha_invalida
2856,5605,,1844.53,cerrado,fecha_invalida
2857,10957,,,Cerrado,"fecha_invalida,monto_invalido"
2858,4304,,,Abierto,"fecha_invalida,monto_invalido"
2859,6903,,9188.95,Rechazado,fecha_invalida
2861,10194,,,Cerrado,"fecha_invalida,monto_invalido"
