id_poliza,fecha_emision,id_cliente,id_corredor,id_aseguradora,id_tipo_seguro,prima,comision,monto_asegurado,motivo_rechazo
13759,,2559,53,4,8,484.25,119.28,,"fecha_invalida,monto_invalido"
13760,,1414,31,4,12,0.0,,,"fecha_invalida,monto_invalido"
13761,,421,51,3,5,,,,"fecha_invalida,prima_invalida,monto_invalido"
13762,,1062,12,13,11,228.07,,,"fecha_invalida,monto_invalido"
13764,,793,42,14,3,155.26,19.06,8950.22,fecha_invalida
13765,,3680,29,2,8,1066.01,55.99,88287.14,fecha_invalida
13766,,1670,44,6,4,,326.4,208197.85,"fecha_invalida,prima_invalida"
13767,2025-10-02,1232,77,10,2,,,,"prima_invalida,monto_invalido"
13768,,1288,15,12,3,893.3,85.34,,"fecha_invalida,monto_invalido"
13769,,940,74,11,4,,149.03,,"fecha_invalida,prima_invalida,monto_invalido"
13770,,681,10,3,5,637.16,81.98,15425.35,fecha_invalida
13771,,504,3,15,4,433.66,86.21,,"fecha_invalida,monto_invalido"
13773,2025-08-17,1721,34,2,12,1042.46,,,monto_invalido
13774,2025-05-11,2844,40,10,3,363.77,30.56,,monto_invalido
13775,,659,26,13,3,503.82,,,"fecha_invalida,monto_invalido"
13776,,141,12,9,9,,107.37,136779.76,"fecha_invalida,prima_invalida"
13777,2025-11-17,550,15,2,1,,432.62,,"prima_invalida,monto_invalido"
13778,2025-01-04,1822,19,6,9,800.43,,,monto_invalido
13780,,1739,22,3,12,,,,"fecha_invalida,prima_invalida,monto_invalido"
13781,,2875,71,12,10,733.9,163.76,,"fecha_invalida,monto_invalido"
13782,,2491,66,3,12,96.21,11.44,12412.61,fecha_invalida
13783,,1024,25,9,7,1847.75,,129564.48,fecha_invalida
13784,,63,24,1,12,706.3,51.32,65678.46,fecha_invalida
13785,,1525,48,5,3,,32.13,,"fecha_invalida,prima_invalida,monto_invalido"
13786,2025-07-10,2511,35,13,4,,88.55,283853.59,prima_invalida
13788,,534,46,2,1,1345.28,,,"fecha_invalida,monto_invalido"
13789,,2855,68,15,3,,92.44,,"fecha_invalida,prima_invalida,monto_invalido"
13790,2025-11-04,2030,11,6,12,932.92,48.72,,monto_invalido
13791,2025-04-23,1313,17,15,8,462.11,46.32,,monto_invalido
13792,,611,31,9,10,134.55,7.79,8126.4,fecha_invalida
13793,2025-08-10,1744,68,5,11,756.53,112.78,,monto_invalido
13794,,2594,80,13,3,,104.98,45317.39,"fecha_invalida,prima_invalida"
13795,,2251,69,12,5,,270.94,,"fecha_invalida,prima_invalida,monto_invalido"
13796,,1499,52,6,2,1435.16,131.3,,"fecha_invalida,monto_invalido"
13797,,2246,39,7,7,270.2,16.48,9180.87,fecha_invalida
13798,,1264,13,3,11,,,,"fecha_invalida,prima_invalida,monto_invalido"
13799,,743,45,2,7,,96.49,,"fecha_invalida,prima_invalida,monto_invalido"
13800,2025-05-10,2528,44,12,7,,112.95,,"prima_invalida,monto_invalido"
13801,,78,54,8,10,,142.11,91703.01,"fecha_invalida,prima_invalida"
13802,,1987,70,3,1,840.44,97.37,,"fecha_invalida,monto_invalido"
13803,,572,51,8,11,,228.92,,"fecha_invalida,prima_invalida,monto_invalido"
13804,,1742,40,2,2,813.79,111.66,,"fecha_invalida,monto_invalido"
13805,2025-04-29,1248,15,12,8,,105.57,,"prima_invalida,monto_invalido"
13806,,1235,35,11,5,626.52,91.39,,"fecha_invalida,monto_invalido"
13807,,2491,19,14,6,,295.13,80530.42,"fecha_invalida,prima_invalida"
13808,2025-07-23,1569,25,10,3,967.65,164.25,,monto_invalido
13809,,1325,49,2,10,1288.03,94.96,251870.35,fecha_invalida
13810,2025-09-23,1486,31,1,6,,,154511.58,prima_invalida
13811,2025-05-25,3789,12,6,7,,225.65,42034.53,prima_invalida
13813,,198,7,6,5,757.58,134.94,,"fecha_invalida,monto_invalido"
13814,,1765,30,10,7,1126.56,193.16,,"fecha_invalida,monto_invalido"
13815,2025-07-17,602,24,5,8,1175.3,80.16,,monto_invalido
13816,,1449,30,4,10,1134.09,251.23,38015.97,fecha_invalida
13817,,2123,18,15,3,1151.6,169.21,140588.12,fecha_invalida
13818,,757,111,10,9,855.41,119.11,96026.42,fecha_invalida
13819,,1422,44,4,4,614.44,100.19,,"fecha_invalida,monto_invalido"
13820,,1948,55,5,2,,83.23,66845.06,"fecha_invalida,prima_invalida"
13821,,2441,93,15,4,1477.32,368.97,,"fecha_invalida,monto_invalido"
13823,,2921,5,7,7,1674.13,167.18,,"fecha_invalida,monto_invalido"
13824,,550,8,14,8,,256.62,,"fecha_invalida,prima_invalida,monto_invalido"
13825,,1766,7,13,12,,,,"fecha_invalida,prima_invalida,monto_invalido"
13826,,3541,65,13,3,,222.29,324221.99,"fecha_invalida,prima_invalida"
13827,,844,80,9,7,1495.9,98.39,,"fecha_invalida,monto_invalido"
13828,,2912,80,6,9,,167.27,,"fecha_invalida,prima_invalida,monto_invalido"
13829,,1175,66,2,4,976.6,126.67,,"fecha_invalida,monto_invalido"
13830,,346,80,3,4,1416.83,193.97,112445.82,fecha_invalida
13831,,1793,25,6,10,967.17,137.35,,"fecha_invalida,monto_invalido"
13832,,687,43,1,6,,278.77,180819.72,"fecha_invalida,prima_invalida"
13833,,881,9,11,1,1532.09,101.83,,"fecha_invalida,monto_invalido"
13835,,1488,39,7,11,51.2,11.6,,"fecha_invalida,monto_invalido"
13836,2025-10-31,2768,72,3,5,359.47,87.41,,monto_invalido
13838,,740,55,11,8,58.7,6.48,,"fecha_invalida,monto_invalido"
13840,,1696,15,11,3,662.37,73.76,,"fecha_invalida,monto_invalido"
13841,,1610,77,1,2,,321.27,161577.7,"fecha_invalida,prima_invalida"
13842,,1512,66,5,7,,384.21,,"fecha_invalida,prima_invalida,monto_invalido"
13843,,1191,37,4,5,,103.89,,"fecha_invalida,prima_invalida,monto_invalido"
13844,,1496,63,15,7,1970.71,177.46,,"fecha_invalida,monto_invalido"
13845,,1528,43,2,1,927.25,,146247.14,fecha_invalida
13846,,416,30,11,12,540.82,,,"fecha_invalida,monto_invalido"
13847,2025-01-11,2838,7,11,10,219.35,25.4,,monto_invalido
13848,,381,1,3,7,635.47,105.45,,"fecha_invalida,monto_invalido"
13849,,2649,20,15,3,0.0,170.29,,"fecha_invalida,monto_invalido"
13850,2026-01-31,1652,23,5,8,,84.08,,"prima_invalida,monto_invalido"
13851,,1569,76,9,5,,336.35,,"fecha_invalida,prima_invalida,monto_invalido"
13852,,1134,49,7,11,195.73,28.25,,"fecha_invalida,monto_invalido"
13853,,2617,37,2,7,127.04,15.19,7195.06,fecha_invalida
13854,,808,48,11,2,75.69,4.78,,"fecha_invalida,monto_invalido"
13855,,1723,43,10,1,,290.71,234308.4,"fecha_invalida,prima_invalida"
13856,,2361,71,13,3,1703.74,292.95,,"fecha_invalida,monto_invalido"
13857,,916,41,11,8,1716.98,106.96,,"fecha_invalida,monto_invalido"
13858,,2771,64,7,7,429.77,53.73,66044.75,fecha_invalida
13859,2025-10-14,1955,24,1,7,875.01,77.17,,monto_invalido
13860,,286,42,9,8,,217.72,,"fecha_invalida,prima_invalida,monto_invalido"
13861,,458,68,9,8,,326.24,,"fecha_invalida,prima_invalida,monto_invalido"
13862,2025-12-25,2735,27,1,11,,78.09,,"prima_invalida,monto_invalido"
13863,,1747,77,11,3,1328.88,,,"fecha_invalida,monto_invalido"
13864,2025-09-11,2746,51,6,12,1419.97,321.52,,monto_invalido
13865,,1964,38,10,3,980.83,,,"fecha_invalida,monto_invalido"
13866,,570,73,1,7,,224.79,,"fecha_invalida,prima_invalida,monto_invalido"
13867,,1506,28,14,9,792.79,148.78,,"fecha_invalida,monto_invalido"
13868,2025-12-16,557,12,1,4,,,,"prima_invalida,monto_invalido"
13869,,292,49,7,9,,168.98,,"fecha_invalida,prima_invalida,monto_invalido"
13870,2025-05-08,461,68,4,12,1042.6,200.66,,monto_invalido
13871,2025-04-16,2621,78,2,6,1510.79,260.11,,monto_invalido
13872,,39,41,12,1,1274.29,69.52,,"fecha_invalida,monto_invalido"
13873,,1924,14,9,6,780.43,148.82,,"fecha_invalida,monto_invalido"
13874,,1195,57,8,6,,458.91,365263.64,"fecha_invalida,prima_invalida"
13875,,234,62,8,8,1897.23,325.38,,"fecha_invalida,monto_invalido"
13876,,615,74,9,9,911.74,66.58,109318.32,fecha_invalida
13877,,490,42,7,8,,12.78,,"fecha_invalida,prima_invalida,monto_invalido"
13878,,996,34,10,3,467.71,,,"fecha_invalida,monto_invalido"
13879,,1840,55,4,3,656.59,120.49,51190.78,fecha_invalida
13880,2025-09-22,167,9,4,5,,96.0,,"prima_invalida,monto_invalido"
13881,,2613,67,2,2,,,,"fecha_invalida,prima_invalida,monto_invalido"
13882,,1220,70,12,12,,98.51,62797.0,"fecha_invalida,prima_invalida"
13883,,2490,2,1,1,696.48,119.06,49839.08,fecha_invalida
13884,,2868,12,2,1,,,,"fecha_invalida,prima_invalida,monto_invalido"
13885,,1403,10,4,7,647.4,154.97,29232.18,fecha_invalida
13886,,2646,12,12,6,907.34,221.07,30203.49,fecha_invalida
13887,,1017,64,11,5,,,,"fecha_invalida,prima_invalida,monto_invalido"
13888,,1356,43,2,8,717.36,114.57,,"fecha_invalida,monto_invalido"
13889,,391,70,14,2,1342.26,134.44,116306.44,fecha_invalida
13890,,1876,61,8,3,418.39,,,"fecha_invalida,monto_invalido"
13891,,289,14,13,4,969.25,,,"fecha_invalida,monto_invalido"
13892,,763,74,11,10,214.92,34.47,,"fecha_invalida,monto_invalido"
13893,,2003,31,8,6,104.19,23.84,8304.82,fecha_invalida
13894,,2270,74,15,4,198.43,23.24,,"fecha_invalida,monto_invalido"
13895,2025-02-05,1840,42,3,11,667.58,118.99,,monto_invalido
13896,,610,8,4,11,1603.82,97.01,,"fecha_invalida,monto_invalido"
13897,,2842,59,2,9,,98.08,272145.67,"fecha_invalida,prima_invalida"
13898,,2097,28,5,4,,168.36,145265.96,"fecha_invalida,prima_invalida"
13899,2025-02-15,1367,59,3,12,343.0,38.36,,monto_invalido
13900,,1088,59,7,9,248.02,39.42,43474.79,fecha_invalida
13901,,118,18,6,11,517.43,45.47,,"fecha_invalida,monto_invalido"
13902,,2135,52,1,7,,170.88,,"fecha_invalida,prima_invalida,monto_invalido"
13903,2025-06-23,436,43,1,11,,153.83,,"prima_invalida,monto_invalido"
13904,,524,50,14,11,,,,"fecha_invalida,prima_invalida,monto_invalido"
13905,,3713,34,8,12,387.53,70.75,,"fecha_invalida,monto_invalido"
13906,,3861,1,4,11,,,,"fecha_invalida,prima_invalida,monto_invalido"
13907,,2086,38,11,7,781.95,93.75,68413.18,fecha_invalida
13908,,902,60,15,2,983.57,173.67,147928.65,fecha_invalida
13909,2026-02-05,2388,79,2,8,,137.79,,"prima_invalida,monto_invalido"
13910,,2086,67,9,2,1610.53,298.94,193220.28,fecha_invalida
13911,,1104,3,2,9,,26.44,,"fecha_invalida,prima_invalida,monto_invalido"
13912,,845,42,15,4,837.78,46.71,58867.96,fecha_invalida
13913,,1245,37,4,7,1184.87,251.93,,"fecha_invalida,monto_invalido"
13914,,2204,33,4,9,,,253841.96,"fecha_invalida,prima_invalida"
13915,,766,3,9,10,1769.22,,269418.13,fecha_invalida
13916,2025-05-24,572,20,8,8,1819.87,397.84,,monto_invalido
13917,,2474,42,1,8,462.65,77.27,70325.07,fecha_invalida
13918,,2285,42,8,6,,177.21,,"fecha_invalida,prima_invalida,monto_invalido"
13919,,2727,95,12,5,611.63,129.11,,"fecha_invalida,monto_invalido"
13920,2025-03-08,613,33,2,12,,105.27,,"prima_invalida,monto_invalido"
13921,2025-06-17,384,33,1,9,145.77,35.49,,monto_invalido
13922,,2641,37,12,7,,295.89,,"fecha_invalida,prima_invalida,monto_invalido"
13923,,2906,12,3,7,182.15,,,"fecha_invalida,monto_invalido"
13924,,836,71,11,4,,150.11,101428.87,"fecha_invalida,prima_invalida"
13925,,2918,51,7,9,1409.56,,,"fecha_invalida,monto_invalido"
13926,,2512,73,3,12,,89.82,,"fecha_invalida,prima_invalida,monto_invalido"
13927,,1465,68,3,9,1316.6,,,"fecha_invalida,monto_invalido"
13928,,2954,17,1,10,,149.0,169018.21,"fecha_invalida,prima_invalida"
13929,2025-03-03,1586,15,5,12,743.11,90.8,,monto_invalido
13930,,1211,62,4,10,,264.63,255785.38,"fecha_invalida,prima_invalida"
13931,,135,4,13,9,187.48,30.88,17248.79,fecha_invalida
13932,2025-08-06,2152,2,15,11,225.93,52.49,,monto_invalido
13933,2025-06-20,1757,49,13,4,1375.94,,,monto_invalido
13934,,630,40,7,7,200.58,24.2,,"fecha_invalida,monto_invalido"
13935,,2644,76,10,3,1105.7,189.7,102453.34,fecha_invalida
13936,,735,34,1,3,1667.7,346.72,,"fecha_invalida,monto_invalido"
13937,2025-10-04,1670,42,7,12,,,,"prima_invalida,monto_invalido"
13938,,726,16,11,6,,275.32,25875.27,"fecha_invalida,prima_invalida"
13939,,163,47,2,5,1517.51,262.45,192223.15,fecha_invalida
13940,,1206,22,11,1,,,,"fecha_invalida,prima_invalida,monto_invalido"
13941,,2683,52,15,6,1757.43,248.58,292820.38,fecha_invalida
13942,,1969,50,4,7,,344.24,,"fecha_invalida,prima_invalida,monto_invalido"
13943,,733,62,12,2,692.46,121.36,32590.84,fecha_invalida
13944,2026-02-11,1957,41,5,2,1552.46,177.12,,monto_invalido
13945,,2604,74,12,12,915.76,161.96,116146.38,fecha_invalida
13946,,254,29,10,3,,42.86,,"fecha_invalida,prima_invalida,monto_invalido"
13947,,2841,15,2,12,709.26,37.75,,"fecha_invalida,monto_invalido"
13948,,1361,21,4,10,889.88,176.21,,"fecha_invalida,monto_invalido"
13949,,2690,34,3,2,412.13,97.43,58303.77,fecha_invalida
13950,2025-04-12,2988,6,5,7,,45.41,9751.19,prima_invalida
13951,,1810,66,2,1,283.78,53.56,,"fecha_invalida,monto_invalido"
13952,,2342,78,11,1,946.3,82.9,,"fecha_invalida,monto_invalido"
13953,,2039,1,14,8,974.07,184.54,,"fecha_invalida,monto_invalido"
13954,,459,16,9,8,,281.09,178966.23,"fecha_invalida,prima_invalida"
13955,,2211,31,4,1,,,,"fecha_invalida,prima_invalida,monto_invalido"
13956,,1314,54,14,3,,226.74,,"fecha_invalida,prima_invalida,monto_invalido"
13957,,2435,75,10,11,,143.65,,"fecha_invalida,prima_invalida,monto_invalido"
13958,,2665,17,14,9,587.04,112.05,,"fecha_invalida,monto_invalido"
13959,,1060,46,12,12,,197.84,154206.83,"fecha_invalida,prima_invalida"
13960,,1092,58,1,12,,192.07,198801.33,"fecha_invalida,prima_invalida"
13961,,884,14,15,6,,111.31,,"fecha_invalida,prima_invalida,monto_invalido"
13962,2026-01-16,2861,46,9,1,,134.58,242586.91,prima_invalida
13963,,2966,8,2,7,94.7,,,"fecha_invalida,monto_invalido"
13964,,1164,66,14,7,,273.99,333379.71,"fecha_invalida,prima_invalida"
13965,,2164,35,14,12,1580.51,325.12,,"fecha_invalida,monto_invalido"
13966,,1956,75,13,11,70.71,7.98,,"fecha_invalida,monto_invalido"
13967,,1911,60,4,8,669.84,54.82,108984.25,fecha_invalida
13968,,354,41,1,3,,340.96,,"fecha_invalida,prima_invalida,monto_invalido"
13969,,1119,59,8,2,,,,"fecha_invalida,prima_invalida,monto_invalido"
13970,,1933,36,7,5,1428.44,317.89,78183.02,fecha_invalida
13971,2025-08-05,2352,60,11,9,811.19,42.3,,monto_invalido
13972,,821,71,5,1,1680.56,,,"fecha_invalida,monto_invalido"
13973,,1465,21,3,4,,163.67,104918.18,"fecha_invalida,prima_invalida"
13974,,1805,17,11,1,,107.12,351448.57,"fecha_invalida,prima_invalida"
13975,,2065,75,2,3,942.37,62.21,,"fecha_invalida,monto_invalido"
13976,2025-05-13,2625,48,13,6,,,,"prima_invalida,monto_invalido"
13977,,3541,19,6,9,116.32,11.94,18053.63,fecha_invalida
13978,2025-05-10,2966,33,3,4,,473.42,131451.55,prima_invalida
13979,2025-07-05,1106,56,4,3,,181.11,60543.66,prima_invalida
13980,,2714,54,13,11,300.29,44.7,,"fecha_invalida,monto_invalido"
13981,,1786,33,4,10,,104.9,45048.73,"fecha_invalida,prima_invalida"
13982,,2270,7,11,9,162.48,16.22,,"fecha_invalida,monto_invalido"
13983,,2935,42,11,10,917.41,214.08,125630.32,fecha_invalida
13984,,88,45,6,2,338.26,18.59,46150.54,fecha_invalida
13986,2025-12-23,1103,52,2,5,,,,"prima_invalida,monto_invalido"
13987,2025-11-27,522,14,9,6,,,,"prima_invalida,monto_invalido"
13988,2025-04-05,2425,26,11,2,,115.91,355581.15,prima_invalida
13989,,94,67,13,12,,,,"fecha_invalida,prima_invalida,monto_invalido"
13990,,29,18,2,12,,,167421.39,"fecha_invalida,prima_invalida"
13992,2026-01-21,2833,28,8,5,1570.3,298.67,,monto_invalido
13993,,2774,48,12,8,,90.05,,"fecha_invalida,prima_invalida,monto_invalido"
13994,2025-04-29,2173,35,8,10,,206.27,,"prima_invalida,monto_invalido"
13995,,2815,33,11,7,1951.09,,,"fecha_invalida,monto_invalido"
13996,,1065,7,2,4,647.84,58.07,,"fecha_invalida,monto_invalido"
13997,,310,39,10,1,523.78,,65044.82,fecha_invalida
13998,,1554,24,6,1,1479.59,226.95,243086.56,fecha_invalida
13999,,532,70,9,2,,18.01,,"fecha_invalida,prima_invalida,monto_invalido"
14000,,90,74,5,1,,145.58,,"fecha_invalida,prima_invalida,monto_invalido"
14001,,1630,40,11,1,1499.09,275.35,,"fecha_invalida,monto_invalido"
14002,,1138,21,11,9,926.91,136.8,,"fecha_invalida,monto_invalido"
14003,,1690,99,2,11,,304.67,,"fecha_invalida,prima_invalida,monto_invalido"
14004,,765,74,7,8,766.75,128.29,15794.32,fecha_invalida
14005,,1766,60,9,1,91.91,9.57,,"fecha_invalida,monto_invalido"
14006,,666,12,8,12,484.99,,10270.66,fecha_invalida
14007,,1844,52,4,11,247.52,24.07,,"fecha_invalida,monto_invalido"
14008,,1134,24,11,10,411.57,94.02,10077.07,fecha_invalida
14009,,490,14,2,1,,,,"fecha_invalida,prima_invalida,monto_invalido"
14010,,2405,47,11,10,1645.67,405.48,,"fecha_invalida,monto_invalido"
14011,2025-05-03,1736,49,3,5,548.42,136.59,,monto_invalido
14012,,336,29,4,4,586.4,97.59,,"fecha_invalida,monto_invalido"
14013,2025-06-10,1762,14,12,10,601.9,119.3,,monto_invalido
14014,,1305,24,15,5,61.57,11.54,,"fecha_invalida,monto_invalido"
14015,,1629,7,9,8,,,256847.82,"fecha_invalida,prima_invalida"
14016,,1132,71,10,11,209.54,,,"fecha_invalida,monto_invalido"
14017,,1530,71,15,9,342.68,,9593.52,fecha_invalida
14018,,841,22,7,10,663.54,106.26,45080.24,fecha_invalida
14019,,479,31,2,11,,165.06,,"fecha_invalida,prima_invalida,monto_invalido"
14020,,991,17,6,11,221.49,43.84,,"fecha_invalida,monto_invalido"
14021,2025-02-24,455,35,2,7,,62.76,,"prima_invalida,monto_invalido"
14022,,3575,14,11,2,,,8730.95,"fecha_invalida,prima_invalida"
14023,,1082,36,2,10,,249.0,,"fecha_invalida,prima_invalida,monto_invalido"
14024,,1939,63,11,10,,,,"fecha_invalida,prima_invalida,monto_invalido"
14025,,3806,42,11,10,414.79,87.76,10568.61,fecha_invalida
14026,,1457,3,2,11,854.0,180.48,,"fecha_invalida,monto_invalido"
14027,,2757,54,3,2,,199.88,175882.43,"fecha_invalida,prima_invalida"
14028,,2286,8,8,1,294.09,50.88,22755.09,fecha_invalida
14029,,2346,29,14,5,,289.89,116636.06,"fecha_invalida,prima_invalida"
14030,,1916,42,8,12,820.75,189.88,,"fecha_invalida,monto_invalido"
14031,,984,60,2,5,,309.94,,"fecha_invalida,prima_invalida,monto_invalido"
14032,2025-10-09,1784,71,11,12,,289.86,,"prima_invalida,monto_invalido"
14034,,2502,21,9,8,305.23,47.6,,"fecha_invalida,monto_invalido"
14035,2025-05-30,767,9,10,8,410.66,99.1,,monto_invalido
14036,,1121,27,7,6,830.74,116.11,,"fecha_invalida,monto_invalido"
14037,,619,9,3,12,1156.98,271.95,,"fecha_invalida,monto_invalido"
14038,,2343,27,8,2,,22.23,,"fecha_invalida,prima_invalida,monto_invalido"
14039,,372,46,13,9,,,,"fecha_invalida,prima_invalida,monto_invalido"
14040,,2349,73,10,4,,58.62,,"fecha_invalida,prima_invalida,monto_invalido"
14041,,1401,53,14,11,,364.23,,"fecha_invalida,prima_invalida,monto_invalido"
14042,,934,77,7,5,-252.39,,35712.08,fecha_invalida
14043,,2885,67,7,8,1513.58,268.74,176093.79,fecha_invalida
14044,,1306,15,6,11,1387.79,166.14,179294.53,fecha_invalida
14045,,385,31,15,8,448.58,,,"fecha_invalida,monto_invalido"
14047,,395,26,1,10,,31.85,,"fecha_invalida,prima_invalida,monto_invalido"
14048,,2639,4,8,2,,349.15,,"fecha_invalida,prima_invalida,monto_invalido"
14049,,1853,41,7,7,,250.22,,"fecha_invalida,prima_invalida,monto_invalido"
14050,,2201,44,9,12,1344.24,,138372.42,fecha_invalida
14051,,1775,60,14,11,1489.59,139.42,63646.65,fecha_invalida
14052,,1516,43,5,2,549.83,120.36,11841.45,fecha_invalida
14053,,2662,26,12,9,720.61,64.72,,"fecha_invalida,monto_invalido"
14054,,1538,44,3,5,580.63,82.12,25482.44,fecha_invalida
14055,,478,36,8,4,,,,"fecha_invalida,prima_invalida,monto_invalido"
14056,,1520,9,12,6,,276.41,215543.14,"fecha_invalida,prima_invalida"
14057,,414,69,12,3,,126.51,85894.23,"fecha_invalida,prima_invalida"
14058,,742,31,14,10,,,360733.06,"fecha_invalida,prima_invalida"
14059,,2347,71,8,5,,34.64,18544.29,"fecha_invalida,prima_invalida"
14060,,2479,24,14,8,378.62,69.98,,"fecha_invalida,monto_invalido"
14061,,324,30,8,12,,202.67,,"fecha_invalida,prima_invalida,monto_invalido"
14062,,677,57,15,12,498.79,108.02,91625.59,fecha_invalida
14063,2026-02-18,771,68,4,5,,,,"prima_invalida,monto_invalido"
14064,,3000,73,5,2,1455.67,111.72,200230.82,fecha_invalida
14065,2025-02-19,784,48,9,2,889.66,106.12,,monto_invalido
14066,,2278,11,5,7,,,19943.14,"fecha_invalida,prima_invalida"
14067,2025-07-13,2018,74,11,2,668.68,149.82,,monto_invalido
14068,2025-05-19,1830,5,14,3,,16.03,27181.39,prima_invalida
14069,2025-04-06,1018,48,7,7,447.74,,,monto_invalido
14070,,2647,56,6,5,1138.71,220.68,35091.96,fecha_invalida
14071,,1867,28,8,12,,290.99,,"fecha_invalida,prima_invalida,monto_invalido"
14072,,36,22,3,1,859.48,45.25,,"fecha_invalida,monto_invalido"
14073,,964,49,2,7,,,,"fecha_invalida,prima_invalida,monto_invalido"
14074,,2286,79,15,11,354.69,,60798.39,fecha_invalida
14075,2025-02-04,1681,24,12,1,,,,"prima_invalida,monto_invalido"
14076,,1133,75,11,3,876.46,133.61,100994.98,fecha_invalida
14077,,630,47,8,7,826.74,60.31,,"fecha_invalida,monto_invalido"
14078,,2757,71,3,9,381.72,94.78,,"fecha_invalida,monto_invalido"
14079,2025-06-27,342,16,3,3,426.63,64.37,,monto_invalido
14080,,1202,46,12,11,371.08,89.8,,"fecha_invalida,monto_invalido"
14081,,1678,11,12,11,478.88,109.18,83364.17,fecha_invalida
14082,2025-04-04,289,52,8,11,368.35,22.51,,monto_invalido
14083,,3867,8,13,4,492.32,61.45,,"fecha_invalida,monto_invalido"
14084,,2646,31,4,2,,237.88,,"fecha_invalida,prima_invalida,monto_invalido"
14085,,2419,60,9,9,816.97,,53562.83,fecha_invalida
14086,,795,75,12,11,1911.48,,,"fecha_invalida,monto_invalido"
14087,,2401,71,14,8,,207.02,189114.89,"fecha_invalida,prima_invalida"
14088,,1216,19,4,5,1341.77,197.46,,"fecha_invalida,monto_invalido"
14089,,61,14,10,5,1975.61,315.88,,"fecha_invalida,monto_invalido"
14090,2025-05-27,1742,38,5,5,1093.09,80.83,,monto_invalido
14091,2025-04-07,19,25,12,2,626.69,62.74,,monto_invalido
14092,2026-01-07,1621,34,13,12,,240.99,,"prima_invalida,monto_invalido"
14093,2025-04-23,352,67,10,12,,210.87,,"prima_invalida,monto_invalido"
14094,,397,19,13,9,,465.34,267102.55,"fecha_invalida,prima_invalida"
14096,,606,45,10,1,1292.67,223.35,,"fecha_invalida,monto_invalido"
14097,,1911,12,8,7,,,,"fecha_invalida,prima_invalida,monto_invalido"
14099,,460,3,8,12,,151.14,18106.39,"fecha_invalida,prima_invalida"
14100,2026-01-18,928,9,2,11,,117.47,,"prima_invalida,monto_invalido"
14101,,2822,41,3,12,1626.23,326.11,109823.9,fecha_invalida
14102,,1310,55,9,3,1596.74,257.82,,"fecha_invalida,monto_invalido"
14103,2025-03-22,1364,60,15,8,,,65662.3,prima_invalida
14104,,1070,39,14,2,626.18,71.96,34309.53,fecha_invalida
14105,,2458,26,4,2,1846.98,394.35,,"fecha_invalida,monto_invalido"
14106,2025-11-23,3691,28,5,12,,,35336.8,prima_invalida
14107,,3566,33,6,9,814.86,84.94,111822.84,fecha_invalida
14108,,1914,38,15,7,-956.56,188.86,35850.57,fecha_invalida
14109,,1613,63,10,10,1316.71,70.6,,"fecha_invalida,monto_invalido"
14110,,1383,29,15,9,,421.12,,"fecha_invalida,prima_invalida,monto_invalido"
14111,,2341,79,14,5,401.44,,,"fecha_invalida,monto_invalido"
14112,,2572,26,15,6,1444.05,95.12,136739.94,fecha_invalida
14113,2025-11-29,367,2,8,8,,,,"prima_invalida,monto_invalido"
14114,,1851,21,12,12,,383.23,,"fecha_invalida,prima_invalida,monto_invalido"
14115,,1564,1,11,1,,,102259.81,"fecha_invalida,prima_invalida"
14116,,1416,15,2,10,,249.19,,"fecha_invalida,prima_invalida,monto_invalido"
14118,,743,64,4,4,1380.07,220.98,,"fecha_invalida,monto_invalido"
14119,2025-11-10,774,55,9,10,,,,"prima_invalida,monto_invalido"
14120,,1006,44,6,1,1029.27,137.76,67366.61,fecha_invalida
14121,,1804,63,6,6,,73.11,,"fecha_invalida,prima_invalida,monto_invalido"
14122,,1327,33,11,6,,63.14,178756.69,"fecha_invalida,prima_invalida"
14123,,1492,26,14,12,603.93,,,"fecha_invalida,monto_invalido"
14124,,1904,66,1,11,951.33,92.38,173341.9,fecha_invalida
14125,,1925,18,5,5,,,,"fecha_invalida,prima_invalida,monto_invalido"
14127,,706,4,8,12,1587.79,245.61,,"fecha_invalida,monto_invalido"
14128,2025-05-15,2952,12,10,8,,140.41,,"prima_invalida,monto_invalido"
14129,,2415,41,6,12,,346.52,,"fecha_invalida,prima_invalida,monto_invalido"
14130,,2404,50,6,7,,46.83,,"fecha_invalida,prima_invalida,monto_invalido"
14131,2025-12-19,305,68,9,8,150.1,26.65,,monto_invalido
14132,2025-09-07,469,12,12,4,1349.46,,,monto_invalido
14133,,1037,18,5,10,169.06,261.39,31600.03,fecha_invalida
14134,,3896,14,10,5,1196.5,206.84,,"fecha_invalida,monto_invalido"
14135,,1204,20,8,3,1345.94,82.3,,"fecha_invalida,monto_invalido"
14136,2025-07-16,1663,103,1,8,1178.71,234.3,,monto_invalido
14137,,1915,78,4,3,,307.78,,"fecha_invalida,prima_invalida,monto_invalido"
14138,2025-03-15,2858,24,4,11,1457.51,111.48,,monto_invalido
14139,,951,41,1,12,102.62,,,"fecha_invalida,monto_invalido"
14140,,1593,69,2,5,,20.65,,"fecha_invalida,prima_invalida,monto_invalido"
14141,,983,33,2,11,259.91,,6186.77,fecha_invalida
14142,,2439,9,1,9,1353.17,,,"fecha_invalida,monto_invalido"
14143,,375,37,3,2,656.95,57.16,118438.85,fecha_invalida
14144,,2490,30,1,7,1918.92,452.07,,"fecha_invalida,monto_invalido"
